image_path,true_label,true_label_name,bucket,edge_case,q_profile,anomaly_score,q_score,q_score_norm,img_pred,img_correct,image_latency_ms,best_combo_score,best_combo_pred,best_combo_correct,combo_score_wi0.00,combo_score_wi0.05,combo_score_wi0.10,combo_score_wi0.15,combo_score_wi0.20,combo_score_wi0.25,combo_score_wi0.30,combo_score_wi0.35,combo_score_wi0.40,combo_score_wi0.45,combo_score_wi0.50,combo_score_wi0.55,combo_score_wi0.60,combo_score_wi0.65,combo_score_wi0.70,combo_score_wi0.75,combo_score_wi0.80,combo_score_wi0.85,combo_score_wi0.90,combo_score_wi0.95,combo_score_wi1.00
dysgraphia_samples\dysgraphia_img_22.png,1,Atypical,borderline_atypical,,high,55.7541,39,72.5,1,1,56.71,59.103280000000005,1,1,72.5,71.662705,70.82541,69.988115,69.15082,68.313525,67.47623,66.638935,65.80164,64.96434500000001,64.12705,63.289755,62.45246,61.615165000000005,60.77787,59.940575,59.103280000000005,58.265985,57.42869,56.591395,55.7541
dysgraphia_samples\dysgraphia_img_23.jpeg,1,Atypical,clear_atypical,,high,63.7464,44,85.0,1,1,43.886,67.99712,1,1,85.0,83.93732,82.87464,81.81196,80.74928,79.6866,78.62392,77.56124,76.49856,75.43588000000001,74.3732,73.31052,72.24784,71.18516,70.12248,69.0598,67.99712,66.93444,65.87176,64.80908,63.7464
dysgraphia_samples\dysgraphia_img_24.jpg,1,Atypical,clear_atypical,,high,67.2756,39,72.5,1,1,44.188,68.32048,1,1,72.5,72.23878,71.97756,71.71634,71.45512,71.1939,70.93268,70.67146,70.41024,70.14902000000001,69.8878,69.62658,69.36536,69.10414,68.84291999999999,68.5817,68.32048,68.05926,67.79804,67.53681999999999,67.2756
dysgraphia_samples\dysgraphia_img_25.jpg,1,Atypical,clear_atypical,,high,63.8948,40,75.0,1,1,56.705,66.11583999999999,1,1,75.0,74.44474,73.88948,73.33422,72.77896,72.2237,71.66844,71.11318,70.55792,70.00265999999999,69.4474,68.89214,68.33688,67.78162,67.22636,66.6711,66.11583999999999,65.56057999999999,65.00532,64.45006,63.8948
dysgraphia_samples\dysgraphia_img_26.png,1,Atypical,clear_atypical,,high,69.4257,43,82.5,1,1,52.254,72.04056,1,1,82.5,81.846285,81.19257,80.538855,79.88514,79.231425,78.57771,77.923995,77.27028,76.61656500000001,75.96285,75.309135,74.65541999999999,74.001705,73.34799000000001,72.694275,72.04056,71.386845,70.73313000000002,70.079415,69.4257
dysgraphia_samples\dysgraphia_img_27.PNG,1,Atypical,clear_atypical,E2_under_reporter,very_low,59.0673,17,17.5,1,1,54.902,50.753840000000004,1,1,17.5,19.578365,21.65673,23.735095,25.81346,27.891825,29.97019,32.048555,34.12692,36.205285,38.28365,40.36201500000001,42.44038,44.518745,46.59711,48.675475000000006,50.753840000000004,52.832205,54.91057000000001,56.988935,59.0673
dysgraphia_samples\dysgraphia_img_28.jpg,1,Atypical,borderline_atypical,,high,56.8838,36,65.0,1,1,53.256,58.50704,1,1,65.0,64.59419,64.18838,63.78257,63.376760000000004,62.97095,62.56514,62.15933,61.75352,61.34771,60.941900000000004,60.53609,60.13028,59.724470000000004,59.31866,58.91285,58.50704,58.10123,57.69542,57.289609999999996,56.8838
dysgraphia_samples\dysgraphia_img_29.png,1,Atypical,borderline_atypical,,high,56.3667,46,90.0,1,1,56.231,63.093360000000004,1,1,90.0,88.318335,86.63667,84.955005,83.27334,81.591675,79.91001,78.228345,76.54668000000001,74.865015,73.18335,71.50168500000001,69.82002,68.138355,66.45669000000001,64.775025,63.093360000000004,61.411695,59.73003,58.048365,56.3667
dysgraphia_samples\dysgraphia_img_3.jpg,1,Atypical,clear_atypical,,high,69.1028,43,82.5,1,1,46.039,71.78224,1,1,82.5,81.83014,81.16028,80.49042,79.82056,79.1507,78.48084,77.81098,77.14112,76.47126,75.8014,75.13154,74.46168,73.79182,73.12196,72.4521,71.78224,71.11238,70.44252,69.77266,69.1028
dysgraphia_samples\dysgraphia_img_30.png,1,Atypical,clear_atypical,,high,70.6171,39,72.5,1,1,41.962,70.99368,1,1,72.5,72.405855,72.31171,72.217565,72.12342,72.029275,71.93513,71.84098499999999,71.74683999999999,71.652695,71.55855,71.464405,71.37026,71.276115,71.18196999999999,71.087825,70.99368,70.89953499999999,70.80538999999999,70.71124499999999,70.6171
dysgraphia_samples\dysgraphia_img_31.png,1,Atypical,clear_atypical,,high,67.581,45,87.5,1,1,42.882,71.5648,1,1,87.5,86.50405,85.5081,84.51215,83.5162,82.52025,81.5243,80.52835,79.5324,78.53645,77.54050000000001,76.54455000000002,75.5486,74.55265,73.5567,72.56075,71.5648,70.56885,69.5729,68.57695,67.581
dysgraphia_samples\dysgraphia_img_32.jpeg,1,Atypical,clear_atypical,,high,70.4735,41,77.5,1,1,46.723,71.87880000000001,1,1,77.5,77.148675,76.79735,76.446025,76.0947,75.743375,75.39205,75.040725,74.6894,74.338075,73.98675,73.635425,73.2841,72.93277499999999,72.58144999999999,72.230125,71.87880000000001,71.52747500000001,71.17615,70.824825,70.4735
dysgraphia_samples\dysgraphia_img_33.jpeg,1,Atypical,clear_atypical,E2_under_reporter,very_low,70.2874,17,17.5,1,1,47.061,59.72992000000001,1,1,17.5,20.13937,22.77874,25.41811,28.05748,30.69685,33.33622,35.97559,38.61496,41.25433,43.8937,46.53307000000001,49.17244,51.81181000000001,54.45118,57.09055000000001,59.72992000000001,62.36929,65.00866,67.64803,70.2874
dysgraphia_samples\dysgraphia_img_34.png,1,Atypical,clear_atypical,E2_under_reporter,very_low,65.3124,18,20.0,1,1,39.066,56.24992,1,1,20.0,22.26562,24.53124,26.79686,29.06248,31.3281,33.59372,35.859339999999996,38.12496,40.39058,42.6562,44.921820000000004,47.187439999999995,49.45306,51.71867999999999,53.9843,56.24992,58.515539999999994,60.78116,63.04677999999999,65.3124
dysgraphia_samples\dysgraphia_img_35.png,1,Atypical,clear_atypical,,high,64.9411,38,70.0,1,1,43.329,65.95288000000001,1,1,70.0,69.747055,69.49411,69.241165,68.98822,68.735275,68.48233,68.22938500000001,67.97644,67.723495,67.47055,67.217605,66.96466000000001,66.711715,66.45877,66.205825,65.95288000000001,65.69993500000001,65.44699,65.194045,64.9411
dysgraphia_samples\dysgraphia_img_4.jpg,1,Atypical,clear_atypical,,high,72.1696,37,67.5,1,1,36.274,71.23568,1,1,67.5,67.73348,67.96696,68.20044,68.43392,68.6674,68.90088,69.13436,69.36784,69.60132,69.8348,70.06828,70.30176,70.53524,70.76872,71.0022,71.23568,71.46916,71.70264,71.93612,72.1696
dysgraphia_samples\dysgraphia_img_5.jpg,1,Atypical,clear_atypical,,high,68.028,43,82.5,1,1,34.915,70.92240000000001,1,1,82.5,81.7764,81.0528,80.3292,79.60560000000001,78.882,78.1584,77.4348,76.7112,75.98760000000001,75.26400000000001,74.5404,73.8168,73.0932,72.36959999999999,71.646,70.92240000000001,70.1988,69.4752,68.7516,68.028
dysgraphia_samples\dysgraphia_img_6.jpg,1,Atypical,clear_atypical,,high,70.213,38,70.0,1,1,47.136,70.1704,1,1,70.0,70.01065,70.0213,70.03195,70.0426,70.05324999999999,70.06389999999999,70.07454999999999,70.0852,70.09585,70.1065,70.11715000000001,70.1278,70.13845,70.14909999999999,70.15975,70.1704,70.18105,70.1917,70.20235,70.213
dysgraphia_samples\dysgraphia_img_7.jpg,1,Atypical,clear_atypical,,high,62.3189,45,87.5,1,1,46.916,67.35512,1,1,87.5,86.240945,84.98188999999999,83.722835,82.46378,81.204725,79.94566999999999,78.686615,77.42756,76.16850500000001,74.90944999999999,73.650395,72.39134,71.132285,69.87323,68.614175,67.35512,66.096065,64.83700999999999,63.577954999999996,62.3189
dysgraphia_samples\dysgraphia_img_8.png,1,Atypical,borderline_atypical,,high,55.957,35,62.5,1,1,43.12,57.265600000000006,1,1,62.5,62.17285,61.8457,61.51855,61.1914,60.86425,60.537099999999995,60.20995,59.8828,59.55565,59.2285,58.90135000000001,58.5742,58.24705,57.9199,57.59275,57.265600000000006,56.938449999999996,56.6113,56.28415,55.957
dysgraphia_samples\dysgraphia_img_9.png,1,Atypical,borderline_atypical,,high,54.5941,40,75.0,1,1,65.649,58.67528,1,1,75.0,73.979705,72.95941,71.939115,70.91882,69.898525,68.87823,67.857935,66.83764,65.817345,64.79705,63.776755,62.75646,61.736165,60.715869999999995,59.695575,58.67528,57.654984999999996,56.63469,55.614394999999995,54.5941
IAM\testset\006\a01-011x.png,0,Typical,clear_typical,,low,30.28,19,22.5,0,1,168.851,28.724000000000004,0,1,22.5,22.889,23.278,23.667,24.056,24.445,24.833999999999996,25.223,25.612000000000002,26.001000000000005,26.39,26.779000000000003,27.168,27.557000000000002,27.945999999999998,28.335,28.724000000000004,29.113,29.502000000000002,29.891,30.28
IAM\testset\025\a02-017.png,0,Typical,clear_typical,,low,16.5026,20,25.0,0,1,150.804,18.202080000000002,0,1,25.0,24.57513,24.15026,23.72539,23.30052,22.87565,22.45078,22.02591,21.60104,21.176170000000003,20.7513,20.326430000000002,19.90156,19.47669,19.05182,18.62695,18.202080000000002,17.77721,17.35234,16.92747,16.5026
IAM\testset\025\a02-020.png,0,Typical,clear_typical,,low,15.2961,13,7.5,0,1,119.92,13.73688,0,1,7.5,7.889805,8.27961,8.669415,9.05922,9.449024999999999,9.83883,10.228635,10.61844,11.008244999999999,11.39805,11.787855,12.17766,12.567465,12.95727,13.347075,13.73688,14.126684999999998,14.51649,14.906294999999998,15.2961
IAM\testset\025\a02-024.png,0,Typical,clear_typical,,low,13.5914,18,20.0,0,1,124.651,14.87312,0,1,20.0,19.67957,19.35914,19.038710000000002,18.71828,18.39785,18.07742,17.756990000000002,17.43656,17.11613,16.7957,16.475270000000002,16.15484,15.83441,15.51398,15.19355,14.87312,14.55269,14.23226,13.91183,13.5914
IAM\testset\025\a02-027.png,0,Typical,clear_typical,,low,12.5777,20,25.0,0,1,109.864,15.06216,0,1,25.0,24.378885,23.75777,23.136655,22.51554,21.894425,21.27331,20.652195,20.03108,19.409965000000003,18.78885,18.167735,17.54662,16.925505,16.304389999999998,15.683275,15.06216,14.441044999999999,13.819930000000001,13.198815,12.5777
IAM\testset\025\a02-032.png,0,Typical,clear_typical,,low,14.6059,18,20.0,0,1,113.662,15.68472,0,1,20.0,19.730295,19.46059,19.190885,18.92118,18.651475,18.38177,18.112065,17.84236,17.572655,17.30295,17.033245,16.76354,16.493835,16.22413,15.954425,15.68472,15.415015,15.14531,14.875605,14.6059
IAM\testset\027\a02-046.png,0,Typical,clear_typical,E3_anxious_parent,very_high,22.768,47,92.5,0,1,95.699,36.7144,0,1,92.5,89.0134,85.5268,82.0402,78.5536,75.06700000000001,71.5804,68.0938,64.6072,61.12060000000001,57.634,54.147400000000005,50.6608,47.1742,43.6876,40.201,36.7144,33.2278,29.741200000000003,26.2546,22.768
IAM\testset\030\a02-057.png,0,Typical,clear_typical,,low,25.4818,16,15.0,0,1,115.491,23.385440000000003,0,1,15.0,15.524090000000001,16.048180000000002,16.57227,17.09636,17.620449999999998,18.14454,18.66863,19.19272,19.716810000000002,20.2409,20.76499,21.28908,21.81317,22.337259999999997,22.86135,23.385440000000003,23.90953,24.43362,24.95771,25.4818
IAM\testset\032\a02-067.png,0,Typical,clear_typical,,low,11.9841,15,12.5,0,1,103.658,12.08728,0,1,12.5,12.474205,12.448409999999999,12.422615,12.39682,12.371025,12.34523,12.319434999999999,12.29364,12.267845000000001,12.242049999999999,12.216255,12.19046,12.164665,12.138869999999999,12.113075,12.08728,12.061485,12.03569,12.009894999999998,11.9841
IAM\testset\044\a03-017.png,0,Typical,clear_typical,E3_anxious_parent,very_high,24.3515,45,87.5,0,1,116.02,36.9812,0,1,87.5,84.342575,81.18515,78.027725,74.8703,71.712875,68.55545,65.398025,62.2406,59.08317500000001,55.92575,52.768325000000004,49.6109,46.453475,43.29605,40.138625000000005,36.9812,33.823775,30.66635,27.508925,24.3515
IAM\testset\046\a03-023.png,0,Typical,clear_typical,,low,13.281,16,15.0,0,1,108.352,13.6248,0,1,15.0,14.91405,14.8281,14.74215,14.6562,14.57025,14.484300000000001,14.39835,14.3124,14.22645,14.1405,14.05455,13.9686,13.88265,13.7967,13.71075,13.6248,13.53885,13.452900000000001,13.36695,13.281
IAM\testset\072\a06-039.png,0,Typical,clear_typical,E3_anxious_parent,very_high,13.3849,46,90.0,0,1,108.177,28.70792,0,1,90.0,86.169245,82.33849000000001,78.507735,74.67698,70.846225,67.01547,63.184715,59.35396,55.523205000000004,51.69245,47.861695,44.03094,40.200185,36.36943,32.538675,28.70792,24.877164999999998,21.04641,17.215654999999998,13.3849
IAM\testset\081\a06-100.png,0,Typical,clear_typical,,low,15.582,24,35.0,0,1,83.766,19.465600000000002,0,1,35.0,34.0291,33.0582,32.0873,31.1164,30.1455,29.174599999999998,28.203699999999998,27.2328,26.2619,25.291,24.320100000000004,23.3492,22.378300000000003,21.4074,20.436500000000002,19.465600000000002,18.4947,17.5238,16.5529,15.582
IAM\testset\081\n02-146.png,0,Typical,clear_typical,,low,23.0889,22,30.0,0,1,116.54,24.47112,0,1,30.0,29.654445,29.308889999999998,28.963335,28.61778,28.272225,27.92667,27.581114999999997,27.23556,26.890005000000002,26.544449999999998,26.198895,25.85334,25.507785,25.162229999999997,24.816675,24.47112,24.125564999999998,23.78001,23.434454999999996,23.0889
IAM\testset\082\a06-110.png,0,Typical,clear_typical,,low,17.5751,20,25.0,0,1,98.099,19.06008,0,1,25.0,24.628754999999998,24.25751,23.886265,23.51502,23.143774999999998,22.77253,22.401285,22.03004,21.658795,21.28755,20.916305,20.54506,20.173814999999998,19.80257,19.431325,19.06008,18.688834999999997,18.31759,17.946344999999997,17.5751
IAM\testset\090\b01-044.png,0,Typical,clear_typical,,low,17.2281,20,25.0,0,1,108.682,18.78248,0,1,25.0,24.611405,24.22281,23.834215,23.44562,23.057025,22.66843,22.279835,21.89124,21.502645,21.11405,20.725455000000004,20.33686,19.948265,19.55967,19.171075000000002,18.78248,18.393885,18.005290000000002,17.616695,17.2281
IAM\testset\090\b01-049.png,0,Typical,clear_typical,,low,17.8318,19,22.5,0,1,108.834,18.76544,0,1,22.5,22.26659,22.03318,21.79977,21.56636,21.33295,21.099539999999998,20.86613,20.63272,20.399310000000003,20.1659,19.93249,19.699080000000002,19.46567,19.23226,18.99885,18.76544,18.53203,18.298620000000003,18.06521,17.8318
IAM\testset\090\b01-053.png,0,Typical,clear_typical,,low,14.5728,19,22.5,0,1,118.703,16.15824,0,1,22.5,22.10364,21.70728,21.31092,20.91456,20.5182,20.12184,19.72548,19.32912,18.932760000000002,18.5364,18.14004,17.743679999999998,17.34732,16.950960000000002,16.5546,16.15824,15.76188,15.365520000000002,14.96916,14.5728
IAM\testset\095\b02-013.png,0,Typical,clear_typical,,low,18.4054,23,32.5,0,1,110.342,21.22432,0,1,32.5,31.79527,31.09054,30.38581,29.68108,28.97635,28.27162,27.56689,26.86216,26.157429999999998,25.4527,24.747970000000002,24.043239999999997,23.33851,22.63378,21.92905,21.22432,20.51959,19.81486,19.110129999999998,18.4054
IAM\testset\095\b02-035.png,0,Typical,clear_typical,,low,18.8752,19,22.5,0,1,127.751,19.600160000000002,0,1,22.5,22.31876,22.13752,21.95628,21.77504,21.5938,21.41256,21.23132,21.05008,20.868840000000002,20.6876,20.50636,20.32512,20.14388,19.96264,19.781399999999998,19.600160000000002,19.41892,19.23768,19.05644,18.8752
IAM\testset\096\b02-045.png,0,Typical,clear_typical,,low,20.7617,19,22.5,0,1,125.579,21.109360000000002,0,1,22.5,22.413085,22.32617,22.239255,22.152340000000002,22.065425,21.97851,21.891595,21.80468,21.717765,21.630850000000002,21.543935,21.45702,21.370105,21.283189999999998,21.196275,21.109360000000002,21.022445,20.93553,20.848615,20.7617
IAM\testset\100\b03-025.png,0,Typical,clear_typical,,low,17.4927,14,10.0,0,1,116.5,15.99416,0,1,10.0,10.374635,10.74927,11.123905,11.49854,11.873175,12.24781,12.622444999999999,12.99708,13.371715,13.74635,14.120985000000001,14.495619999999999,14.870255,15.244889999999998,15.619525,15.99416,16.368795,16.74343,17.118064999999998,17.4927
IAM\testset\105\b03-109.png,0,Typical,clear_typical,,low,30.7184,20,25.0,0,1,101.472,29.57472,0,1,25.0,25.28592,25.57184,25.85776,26.14368,26.4296,26.715519999999998,27.00144,27.28736,27.573280000000004,27.8592,28.145120000000002,28.43104,28.71696,29.002879999999998,29.2888,29.57472,29.86064,30.14656,30.432479999999998,30.7184
IAM\testset\106\b03-114.png,0,Typical,clear_typical,,low,22.9678,16,15.0,0,1,108.719,21.37424,0,1,15.0,15.39839,15.79678,16.19517,16.59356,16.99195,17.390340000000002,17.78873,18.18712,18.58551,18.9839,19.38229,19.78068,20.179070000000003,20.57746,20.97585,21.37424,21.77263,22.171020000000002,22.569409999999998,22.9678
IAM\testset\116\b05-032.png,0,Typical,clear_typical,,low,13.9872,15,12.5,0,1,102.912,13.68976,0,1,12.5,12.57436,12.64872,12.72308,12.79744,12.8718,12.946159999999999,13.02052,13.09488,13.169240000000002,13.2436,13.31796,13.39232,13.46668,13.541039999999999,13.6154,13.68976,13.76412,13.83848,13.91284,13.9872
IAM\testset\129\b06-027.png,0,Typical,clear_typical,,low,24.6016,13,7.5,0,1,117.545,21.18128,0,1,7.5,8.355080000000001,9.21016,10.06524,10.92032,11.775400000000001,12.63048,13.48556,14.34064,15.195720000000001,16.050800000000002,16.905880000000003,17.76096,18.61604,19.47112,20.3262,21.18128,22.036360000000002,22.891440000000003,23.74652,24.6016
IAM\testset\129\c06-014.png,0,Typical,clear_typical,,low,24.1408,18,20.0,0,1,108.211,23.312640000000002,0,1,20.0,20.20704,20.41408,20.621119999999998,20.82816,21.0352,21.24224,21.449279999999998,21.65632,21.86336,22.0704,22.27744,22.484479999999998,22.69152,22.898559999999996,23.1056,23.312640000000002,23.519679999999997,23.72672,23.933759999999996,24.1408
IAM\testset\129\c06-103.png,0,Typical,clear_typical,,low,21.8883,14,10.0,0,1,144.599,19.510640000000002,0,1,10.0,10.594415,11.18883,11.783245,12.37766,12.972075,13.56649,14.160905,14.755320000000001,15.349735,15.94415,16.538565000000002,17.13298,17.727395,18.32181,18.916225,19.510640000000002,20.105055,20.69947,21.293885,21.8883
IAM\testset\129\c06-138.png,0,Typical,clear_typical,,low,26.956,16,15.0,0,1,164.39,24.5648,0,1,15.0,15.5978,16.1956,16.7934,17.3912,17.989,18.5868,19.1846,19.782400000000003,20.380200000000002,20.978,21.5758,22.1736,22.7714,23.3692,23.967,24.5648,25.162599999999998,25.7604,26.3582,26.956
IAM\testset\144\c02-049.png,0,Typical,clear_typical,,low,20.5601,16,15.0,0,1,121.792,19.44808,0,1,15.0,15.278005,15.55601,15.834014999999999,16.11202,16.390025,16.668029999999998,16.946035,17.224040000000002,17.502045,17.78005,18.058055,18.336059999999996,18.614065,18.892069999999997,19.170074999999997,19.44808,19.726084999999998,20.004089999999998,20.282094999999998,20.5601
IAM\testset\161\c04-039.png,0,Typical,clear_typical,,low,14.5906,15,12.5,0,1,134.429,14.17248,0,1,12.5,12.60453,12.709060000000001,12.81359,12.91812,13.02265,13.12718,13.23171,13.33624,13.44077,13.545300000000001,13.649830000000001,13.75436,13.85889,13.96342,14.06795,14.17248,14.27701,14.381540000000001,14.48607,14.5906
IAM\testset\161\c04-044.png,0,Typical,clear_typical,,low,14.2903,14,10.0,0,1,111.006,13.43224,0,1,10.0,10.214515,10.429030000000001,10.643545,10.85806,11.072575,11.28709,11.501605,11.71612,11.930635,12.145150000000001,12.359665,12.57418,12.788695,13.00321,13.217725,13.43224,13.646755,13.861270000000001,14.075785,14.2903
IAM\testset\165\c04-080.png,0,Typical,clear_typical,E3_anxious_parent,very_high,12.6691,46,90.0,0,1,120.139,28.13528,0,1,90.0,86.133455,82.26691,78.400365,74.53382,70.667275,66.80072999999999,62.934185,59.06764,55.20109500000001,51.33455,47.468005,43.60146,39.734915,35.86837,32.001825,28.13528,24.268735,20.40219,16.535645,12.6691
IAM\testset\165\c04-128.png,0,Typical,clear_typical,,low,12.6786,17,17.5,0,1,108.338,13.64288,0,1,17.5,17.25893,17.01786,16.77679,16.53572,16.29465,16.05358,15.81251,15.571439999999999,15.33037,15.0893,14.848230000000001,14.60716,14.36609,14.12502,13.883949999999999,13.64288,13.40181,13.16074,12.919669999999998,12.6786
IAM\testset\168\c04-110.png,0,Typical,clear_typical,,low,18.7818,14,10.0,0,1,115.511,17.025440000000003,0,1,10.0,10.43909,10.87818,11.31727,11.75636,12.195450000000001,12.634540000000001,13.07363,13.512720000000002,13.95181,14.3909,14.82999,15.26908,15.70817,16.14726,16.58635,17.025440000000003,17.46453,17.90362,18.34271,18.7818
IAM\testset\168\c04-116.png,0,Typical,clear_typical,,low,17.8882,16,15.0,0,1,121.039,17.310560000000002,0,1,15.0,15.14441,15.288820000000001,15.43323,15.57764,15.72205,15.86646,16.01087,16.15528,16.29969,16.4441,16.58851,16.73292,16.87733,17.02174,17.166150000000002,17.310560000000002,17.454970000000003,17.59938,17.74379,17.8882
IAM\testset\198\d04-125.png,0,Typical,clear_typical,,low,12.4854,20,25.0,0,1,124.646,14.988320000000002,0,1,25.0,24.37427,23.74854,23.12281,22.49708,21.87135,21.24562,20.619889999999998,19.99416,19.368430000000004,18.7427,18.116970000000002,17.491239999999998,16.86551,16.23978,15.61405,14.988320000000002,14.362589999999999,13.73686,13.11113,12.4854
IAM\testset\198\d04-131.png,0,Typical,clear_typical,,low,10.3615,16,15.0,0,1,102.861,11.2892,0,1,15.0,14.768075,14.53615,14.304225,14.0723,13.840375,13.60845,13.376524999999999,13.1446,12.912675,12.68075,12.448825,12.216899999999999,11.984974999999999,11.753049999999998,11.521125,11.2892,11.057274999999999,10.82535,10.593425,10.3615
