filename,group,label,anomaly_score,inference_time_ms
r03-065.png,normal,0,4.65197,10.4582
r03-115.png,normal,0,4.259819,8.1748
dysgraphia_img_1.jpg,dysgraphia,1,37.997377,7.7956
dysgraphia_img_10.png,dysgraphia,1,36.365122,8.2275
dysgraphia_img_11.jpg,dysgraphia,1,36.180323,9.1428
dysgraphia_img_12.png,dysgraphia,1,33.247155,9.1655
dysgraphia_img_13.jpg,dysgraphia,1,36.710739,8.7594
dysgraphia_img_14.jpg,dysgraphia,1,38.707411,9.1872
dysgraphia_img_15.jpg,dysgraphia,1,37.247241,7.3542
dysgraphia_img_16.jpg,dysgraphia,1,37.866527,6.5511
dysgraphia_img_17.jpg,dysgraphia,1,31.885928,6.4611
dysgraphia_img_18.jpg,dysgraphia,1,37.928462,8.0275
dysgraphia_img_19.jpg,dysgraphia,1,36.983037,8.0026
dysgraphia_img_2.jpg,dysgraphia,1,37.744224,6.7239
dysgraphia_img_20.jpg,dysgraphia,1,36.64667,9.5676
dysgraphia_img_21.PNG,dysgraphia,1,35.643554,8.7476
dysgraphia_img_22.png,dysgraphia,1,36.76765,13.5102
dysgraphia_img_23.jpeg,dysgraphia,1,37.316245,7.4746
dysgraphia_img_24.jpg,dysgraphia,1,37.557709,9.943
dysgraphia_img_25.jpg,dysgraphia,1,37.393463,8.5084
dysgraphia_img_26.png,dysgraphia,1,37.820852,9.3981
dysgraphia_img_27.PNG,dysgraphia,1,36.543781,8.1314
dysgraphia_img_28.jpg,dysgraphia,1,37.185061,9.6369
dysgraphia_img_29.png,dysgraphia,1,37.096941,9.111
dysgraphia_img_3.jpg,dysgraphia,1,37.886941,6.9654
dysgraphia_img_30.png,dysgraphia,1,37.730742,7.754
dysgraphia_img_31.png,dysgraphia,1,37.36819,6.5285
dysgraphia_img_32.jpeg,dysgraphia,1,37.837029,7.3398
dysgraphia_img_33.jpeg,dysgraphia,1,37.871373,8.8931
dysgraphia_img_34.png,dysgraphia,1,36.76008,6.7801
dysgraphia_img_35.png,dysgraphia,1,37.748879,8.2967
dysgraphia_img_4.jpg,dysgraphia,1,37.758893,9.3705
dysgraphia_img_5.jpg,dysgraphia,1,37.885523,8.9704
dysgraphia_img_6.jpg,dysgraphia,1,37.142473,7.8542
dysgraphia_img_7.jpg,dysgraphia,1,37.078178,8.6784
dysgraphia_img_8.png,dysgraphia,1,37.077212,7.7969
dysgraphia_img_9.png,dysgraphia,1,29.164523,7.9694
