filename,group,label,anomaly_score,inference_time_ms
n03-097.png,normal,0,63.949701,15.2556
n03-103.png,normal,0,63.228714,14.7932
n04-171.png,normal,0,51.517031,12.4237
n04-183.png,normal,0,61.691716,14.7754
n04-190.png,normal,0,51.007184,12.9352
n04-195.png,normal,0,55.80892,13.8794
p02-115.png,normal,0,61.62867,13.8271
p03-023.png,normal,0,38.863087,16.9211
p03-027.png,normal,0,48.314649,13.2053
p03-158.png,normal,0,40.124071,14.8411
p03-173.png,normal,0,42.533708,14.204
r02-000.png,normal,0,53.617334,12.3929
r02-038.png,normal,0,40.994978,17.3444
r02-131.png,normal,0,44.6293,13.419
r03-030.png,normal,0,49.289453,15.5706
r03-056.png,normal,0,51.059666,15.0049
r03-065.png,normal,0,52.623421,14.7748
r03-115.png,normal,0,34.671938,14.7118
dysgraphia_img_1.jpg,dysgraphia,1,120.622987,15.2601
dysgraphia_img_10.png,dysgraphia,1,105.575712,14.3567
dysgraphia_img_11.jpg,dysgraphia,1,88.250348,13.8969
dysgraphia_img_12.png,dysgraphia,1,79.306805,12.5104
dysgraphia_img_13.jpg,dysgraphia,1,106.815217,14.7666
dysgraphia_img_14.jpg,dysgraphia,1,81.128788,14.2864
dysgraphia_img_15.jpg,dysgraphia,1,106.362527,16.3177
dysgraphia_img_16.jpg,dysgraphia,1,116.2582,15.8117
dysgraphia_img_17.jpg,dysgraphia,1,110.705929,13.8933
dysgraphia_img_18.jpg,dysgraphia,1,122.103105,16.4677
dysgraphia_img_19.jpg,dysgraphia,1,103.279691,16.1732
dysgraphia_img_2.jpg,dysgraphia,1,118.419093,17.643
dysgraphia_img_20.jpg,dysgraphia,1,106.912182,13.9094
dysgraphia_img_21.PNG,dysgraphia,1,94.579954,21.5598
dysgraphia_img_22.png,dysgraphia,1,93.796019,16.53
dysgraphia_img_23.jpeg,dysgraphia,1,113.388,16.2304
dysgraphia_img_24.jpg,dysgraphia,1,113.742317,19.7239
dysgraphia_img_25.jpg,dysgraphia,1,114.500311,14.8474
dysgraphia_img_26.png,dysgraphia,1,109.072924,16.6245
dysgraphia_img_27.PNG,dysgraphia,1,107.593568,18.9294
dysgraphia_img_28.jpg,dysgraphia,1,112.073171,16.914
dysgraphia_img_29.png,dysgraphia,1,96.017094,14.1766
dysgraphia_img_3.jpg,dysgraphia,1,124.139988,17.9082
dysgraphia_img_30.png,dysgraphia,1,115.240942,19.559
dysgraphia_img_31.png,dysgraphia,1,109.082307,20.2909
dysgraphia_img_32.jpeg,dysgraphia,1,119.200963,16.7958
dysgraphia_img_33.jpeg,dysgraphia,1,124.419771,21.0462
dysgraphia_img_34.png,dysgraphia,1,103.553088,17.571
dysgraphia_img_35.png,dysgraphia,1,124.177016,17.0955
dysgraphia_img_4.jpg,dysgraphia,1,124.673188,17.3364
dysgraphia_img_5.jpg,dysgraphia,1,121.563952,21.8426
dysgraphia_img_6.jpg,dysgraphia,1,109.440751,15.7562
dysgraphia_img_7.jpg,dysgraphia,1,105.949994,18.437
dysgraphia_img_8.png,dysgraphia,1,99.704707,16.1689
dysgraphia_img_9.png,dysgraphia,1,72.409943,15.9211
